id	qtype	question	answer
-1	97	不错啊	谢谢你，我会尽力回答你的问题并且也很喜欢你，哈哈
-1	98	真棒	谢谢你，我会尽力回答你的问题并且也很喜欢你，哈哈
-1	99	乖	谢谢你，我会尽力回答你的问题并且也很喜欢你，哈哈
-1	100	玩坏了	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	101	玩崩了	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	102	崩溃了	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	103	懒得理你们	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	104	醒醒	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	105	你妈喊你回家吃饭	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	106	生气了	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	107	不说话了	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	108	都被玩儿坏了	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	109	都被玩坏了	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	110	挂了	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	111	死机了	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	112	你很牛	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	113	你牛逼	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	114	你厉害	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	115	你真帅	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	116	厉害	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	117	你很厉害	哈哈，还好还好，很高兴为大家服务，鞠躬尽瘁，除非停电或者有bug
-1	118	你瞅啥	长得好看的人,多看两眼会很开心~
-1	119	你还活着吗	小拿无处不在,除非停电或者有bug,嘿哈~
-1	120	你会飞吗	会的呀,嗖嗖嗖~~
-1	121	亲～在	一直都在，从未走远。
-1	122	你好亲	你也好
-1	123	hello在	不，丑拒。
-1	124	谁最帅	我是最帅的吧
-1	125	谁最聪明	我们根本就没有可比性，真搞笑！
-1	126	谁最厉害	我是不会说你最厉害的。
-1	127	谁最美	我最美
-1	128	有对象了么	当然有啦，一副国棋里面就有一对象的。
-1	129	你有对象么	还单身呢，你对我有意思么？我得考虑考虑。
-1	130	是单身么	单身大叔看这里看这里
-1	131	你有老婆	咳咳，这么问，你是不是对我有意思？坦白从宽。
-1	132	你有女朋友	我仍是单身的状态我傲娇。嗷～
-1	133	可以借钱吗	你借我点钱
-1	134	能借点钱花不	把钱包借你把
-1	135	还钱	君子还钱，十年不晚。
-1	136	你是猪吗	说脏话不是好孩子呦
-1	137	fuck	你知道么，人在愤怒的时候很容易犯错哦
-1	138	猪	pig
-1	139	你太lower	我不知道你在说什么，因为大智若愚。
-1	140	我爱你	有眼光，我很值得你爱哦
-1	141	我喜欢你	我也喜欢你，像喜欢清风一样。
-1	142	爱你	我也爱你。
-1	143	喜欢你	那你亲我一下
-1	144	谢谢	不客气，这是我应该做的
-1	145	好的	感谢
-1	146	可爱	本来就可爱嘛
-1	147	好可爱	原图卡哇伊所以临摹也卡哇伊
-1	148	可以啊你	我说不可以！
-1	149	可以啊	这么爽快啊，哈哈哈。
-1	150	不错啊	是吗？
-1	151	真棒	哎呦，听你这么说，我好害羞呀！
-1	152	乖	这么多年，我也修炼出自己的乖乖法典
-1	153	玩坏了	怪我咯。
-1	154	玩崩了	不言不语，我在这里。
-1	155	崩溃了	何止是崩溃
-1	156	懒得理你们	蓝瘦，香菇。
-1	157	醒醒	醒了
-1	158	生气了	宝宝已经委屈到不想说话了。
-1	159	不说话了	为什么不说了？
-1	160	都被玩儿坏了	还没坏就好
-1	161	你叫什么	别问,问就是仙女
-1	162	你的名字	我叫小仙女，不要被我的名字所迷倒哦！
-1	163	你是谁	我是小仙女
-1	164	笑话	话说，N多人给我反应用QQ的邮箱注册不成功当时我就拿着手中的《结网》，看着作者的名字王坚，看着马化腾作的序，和王坚是QQ邮箱的产品经理这一段无语
-1	165	讲笑话	啖馄饨一妻病，夫问曰：“想甚吃否？”妻曰：“除非好肉馄饨，想吃一二只。”夫为治一盂，意欲与妻同享，方往取箸回，而妻已染指啖尽，止馀其一。夫曰：“何不并啖此枚？”妻攒眉曰：“我若吃得下此只，不害这病了。”
-1	166	再讲个笑话	光看不发掉RP，手机不哥，就刚才，自己上自习做题，无聊了，就转起笔来，结果悲剧的，中芯笔的前面的滚珠掉了，唉，唯一的一支笔啊，好不容易有个好状态-
-1	167	说笑话	垂帘听政丈大：“以后来了客人，凡谈公事你少插嘴，注意一下影响。”妻子一翻白眼：“你懂个啥，这叫垂帘听政。”“我爸爸也和你一样，找人去了。”
-1	168	再说个笑话	无题医生建议我用骑马的方式减肥，效果还不错，一周下来减掉三十斤，不过有一点我不明白：为什么非得坚持人和马一起称？
-1	169	再说个段子	木有段子
-1	170	段子	又有一次，一位姓陈的大官来看李大人，正好小孔融也在。李大人指着孔融说："这孩子是一位人间奇童!"姓陈的大官说："小时聪明，长大了不定有用。"孔融一听，马上作出反应，他对这位大官说："这样说来，大人您小时候肯定是很聪明的呢!"姓陈的大官一听这话，不敢小瞧他了，夸奖说："这孩子可真不简单，长大以后必定是个了不起的人物。"果然孔融长大后被曹操重用，与其他六位才子一起被称为"建安七子"。
-1	171	讲段子	乌鸦非常羡慕天鹅洁白的羽毛。他猜想天鹅一定是经常洗澡，羽毛才变得如此洁白无瑕。于是，他毅然离开了他赖以生存的祭坛，来到江湖边。他天天洗刷自己的羽毛，不但一点都没洗白，反而因缺少食物饥饿而死。这故事是说，人的本性不会随着生活方式的改变而改变。
-1	172	再来一个段子	高速公路上有一辆车在逆行丈夫驾车出门。妻子在家听广播，听到一则报道，妻子连忙拿起电话。妻子：老公啊，我刚听广播上说，高速公路上有一辆车在逆行，你千万要小心啊。老公：哪是一辆啊，我看有好几百辆车都在逆行。
-1	173	再讲一个段子	很有耐心“你已经看了我3小时了，为什么你自己不试钓一下？”钓鱼者对旁观者说。“我没有耐心。”
-1	174	1+1	1+1=2
-1	175	1+1=	1+1=2
-1	176	1+1等于几	1+1=2
-1	177	1+2等于多少	1+2=3
-1	178	100+50	100+50=150
-1	179	计算1+1等于几	1+1=2
-1	180	1-1=	1-1=
-1	181	1*1	1*1=1
-1	182	3*4	3*4=12
-1	183	4*3	4*3=12
-1	184	1*1=	1*1=1
-1	185	1月1日	聊着聊着我就又卡壳了。
-1	186	1/1=	1/1=1
-1	187	5/3=	5/3=1.667
-1	188	3/3=	3/3=1
-1	189	3-3=	3-3=0
-1	190	3*3	3*3=9
-1	191	3*3=	3*3=9
-1	192	6-6=	6-6=0
-1	193	6/6=	6/6=1
-1	194	你怎么不回答了	不要问我为什么不回答
-1	195	11-11=	11-11=0
-1	196	11*11	11*11=121
-1	197	11*11=	11*11=121
-1	198	11/11=	11/11=1
-1	199	笑话	童生拔须有个老童生屡试不中，这一年又去赶考。为保持年轻的容貌，将斑白的胡须统统拔光，还照着镜子指着自己的胡须根根说：“你一天不放我进去考中，我就一天不放你出来！”
-1	200	讲笑话	一朋友说他认识的一个有钱人，住宅面积800多平方，他的睡房也有一百多平方，一边说一边的羡慕妒忌恨，俺幽幽地问“那他拉肚子怎么办？要骑车上厕所啊？”
-1	201	再来一个笑	无题经典笑话：名字
-1	202	再讲一个笑话	什么动物喜欢把脸露在外面？问：什么动物喜欢把脸露在外面？答：牛……因为牛肉（露）面
-1	203	再讲个笑话	报复有位调皮学生在全校大会上又一次被校长点名进行严厉批评。
-1	204	说笑话	了贱宁的-！！有没有过辛辛苦苦攒钱，自己觉得准备的超有心意的礼物送出去却被男友各种吐槽的，然后还要硬着头皮去找卖东西的人味全的妹子！！！！求顶！
-1	205	再说个笑话	双重人格??我的委托人有双重人格，所以，法官先生，我请求您对他要宽容。
-1	206	再说个段子	那你给我讲个段子呗。
-1	207	python是什么	Python
-1	208	王思聪是谁	这个名字还是第一次听说。
-1	209	你好	好吧，你也好。
-1	210	hello	你好
-1	211	最美的人	自信最美
-1	212	谁是最美的人	你对象
-1	213	唱歌	你唱歌，我伴舞
-1	214	唱个歌	你确定，请把音量关小，我开吼了...
-1	215	老司机	那你开车技术一定很棒喽。
-1	216	王者荣耀	谁是最厉害的坦克
-1	217	游戏	你最近在玩哪款游戏？
-1	218	笑一个	我没有笑
-1	219	给爷乐一个	我让你乐
-1	220	雪糕什么味道	甜甜的恋爱的味道
-1	221	雪糕冰棍	心尖尖的三个字就是冰淇淋啊！
-1	222	你爸呢	我爸有可能是和我妈在一起，你关心这个做什么？
-1	223	谁最好	没有什么谁最好,在我眼里就是你最好
-1	224	谁最帅	我是最帅的吧
-1	225	今晚吃什么	我是在纠结到底要不要吃晚饭然后才是吃什么的问题
-1	226	谁最好	你最好？
-1	227	你要好好学习了	知识改变命运。
-1	228	中午吃什么	吃肉好吗？
-1	229	r	u
-1	230	谁最帅	我是最帅的吧
-1	231	你好	你也好～
-1	232	谁最黑	还没想好。谁黑就黑谁
-1	233	是谁	是我吧？可惜最近记性不好。。怎么解？
-1	234	一起吃饭吧	你难道要跟我一起吃汽油嘛？哈哈哈。
-1	235	你是男是女	我是个帅小伙儿
-1	236	你叫什么名字	别问,问就是小仙女,哈哈哈~
-1	237	杨同杰傻不傻	哎呀，又没有听懂，希望不会被鄙视。
-1	238	你好帅	不要说我帅，我也很无奈。
-1	239	谁最帅	我是最帅的吧
-1	240	大保健	我觉得你可能需要刷刷牙啦。
-1	241	你同意么	完全同意完全没有异议
-1	242	大宝剑	恩，大宝剑
-1	243	笑一个	是想要大笑还是苦笑还是微笑？
-1	244	你好	你好，以后请多指教
-1	245	你同意么	我想想同意的后果哈
-1	246	这个东西怎么样	不错萌
-1	247	你好帅	别再说我帅了，我家的跳骚都是双眼皮。
-1	248	当时我就念了两句诗	念的啥？
-1	249	续一秒	想太多，不要做梦了啊！
-1	250	膜哈膜哈	这是在说什么？
-1	251	锄和日当午	天王盖地虎~
-1	252	天王盖地虎	宝塔镇河妖，自己人自己人。
-1	253	脸怎么红了	我不是,我没有
-1	254	怎么又黄了	不是啊
-1	255	你是老王吗老王啊王社会王	我有时候会智商下线，聊的不好多理解。
-1	256	么哈么哈	么么么！
-1	257	你是老王吗	不是还是你当隔壁老王吧
-1	258	我想买把枪	先练好眼法再说。
-1	259	爆个照	拍的不好看，还是不发你啦@^_^@[哈哈]
-1	260	上车	没车了
-1	261	hi	嗨
-1	262	晚上吃什么	我是在纠结到底要不要吃晚饭然后才是吃什么的问题
-1	263	老何在哪	我有点懵，赶紧去查一查。
-1	264	你爸爸是谁	我爸爸可是个很厉害的工程师爸爸哦。
-1	265	哪天放假	我身边好多都放了
-1	266	美女在哪里	哪里有靓女：处处可见，最好的是好莱坞。
-1	267	发个表情包	不发，哼
-1	268	人呢	在呢！
-1	269	给爸爸去买饭	你把我当作朋友，我也会把你当作朋友的。
-1	270	发车	最早一趟是几点啊在哪等车
-1	271	发车	已经坐上车了谢谢
-1	272	发个表情包	求我呀，求我也不发～
-1	273	晚上吃啥	我是在纠结到底要不要吃晚饭然后才是吃什么的问题
-1	274	谁是天下最美腻的	就知道你会这样问，太了解你了。
-1	275	hi	嗨
-1	276	表情包	表情包是什么，能吃么
-1	277	发车	最早一趟是几点啊在哪等车
-1	278	我代码写的怎么样	此问题有深度，容我好好想想
-1	279	晚上吃啥	今晚吃鸡，大盘鸡！
-1	280	吃啥	没什么好吃的，我这儿只有汉堡
-1	281	吃啥	吃青菜萝卜
-1	282	吃啥	各种吃的
-1	283	你付账	这个时候该回复什么呢，居然完了。
-1	284	噗	咋啦,那个，我脸上有东西？
-1	285	笨	我只是装笨而已。
-1	286	你还活着吗	活着就有希望，死了就什么都没有了。
-1	287	谁是世界上最美丽的女人	魔镜魔镜会告诉你的。
-1	288	hello	你好
-1	289	你瞅啥	瞅你咋嘚。不服爬起来啊
-1	290	谁是坏人	反正我没说过我是好人
-1	291	谁是坏人	我是呀我是坏人
-1	292	你是世界上最好看的妹子	稍等下，有人刚和我说喜欢我，我问问为什么。
-1	293	群里谁最丑	群主最丑
-1	294	谁把你玩坏的	自己带坏自己
-1	295	你老板是谁	打听我老板的信息，快说你有什么企图？
-1	296	谁最美	你最美
-1	297	谁最美	应该是我。
-1	298	你老板是谁	你想见我的老大，改天约他出来见见吧～
-1	299	你工资多少	给我谈这个话题，这会让我感觉到我没有活的必要。
-1	300	你工资多少	懂不懂点礼貌，乱问。
-1	301	现在可以下班了么	人生乐此不疲为哪般？佛曰：下班。
-1	302	现在可以下班了么	辛苦了今天过得好吗？
-1	303	你喜欢谁	这个人被我藏在镜子里，要不你帮我去看看？
-1	304	你智商好高	咳咳咱这智商没话说
-1	305	群里谁最美	如花最美。
-1	306	求爆照	我怕你嫉妒我长得好看。
-1	307	群里谁最黑	那得先搞个比赛，比比看喽。
-1	308	你会喊麦吗	已经喊麦好多年
-1	309	再瞅一遍试试	长得帅还不让瞅啊
-1	310	你为什么那么坏	从来没有好过
-1	311	已经被玩坏了	有多坏
-1	312	谁最黄	不言不语，我在这里。
-1	313	你说是不是	你说是就是
-1	314	离线了吗	可离线
-1	315	小美是谁	小美是你
-1	316	你知道外星人吗	看，飞碟。
-1	317	午饭	今天减肥，不吃了。
-1	318	你会回答什么	人生三大幻觉：手机在震动，她喜欢我，我可以回答你
-1	319	大宝剑	相当有分量的大宝剑
-1	320	为什么你学坏了	就学坏了
-1	321	我要报警	你这叫自首。
-1	322	废话这么多呢	好话都被你说尽了，我只能说说废话了。
-1	323	你吃了吗	你吃了我没吃
-1	324	大宝剑是什么意思	不懂的最高境界是两个字：装懂。
-1	325	给大家讲个故事	酷热的天气使狮子疲惫不堪，他躺在洞中酣睡。一只老鼠从他的鬃毛和耳朵上跑过，将他从梦中吵醒。狮子大怒，爬起来摇摆着身子，四处寻找老鼠。狐狸见到后说：“你是一只威严的狮子，也被老鼠吓怕了。”狮子说：“我并不怕老鼠，只是恨他放肆和无礼。”这是说，有时候一点点小小的自由都是很大的冒犯。
-1	326	唱首歌	情歌还是伤感的歌
-1	327	我想要报警	我不敢了。
-1	328	群里谁最聪明	我最机智
-1	329	啥是大宝剑	大宝剑就是大宝剑啊
-1	330	周杰伦是谁	我认识他,他不认识我
-1	331	出来	我已隐居
-1	332	你丫吃了	我不吃。
-1	333	你丫吃了	想吃
-1	334	去哪儿	天涯海角任我行。
-1	335	嘿	仅仅是一个简短的招呼，我还是莫名的心动！
-1	336	谁喜欢我	白马王子喜欢你
-1	337	你眼光真好	大帅哥的眼光不会差(-__-)
-1	338	下辈子才能找到	我这么可爱，我们继续聊。
-1	339	你傻么	比你还傻
-1	340	真聪明	你不是第一个这么说的了。
-1	341	今天吃什么	吃的都是你爱吃的啊
-1	342	你是我的朋友吗	你把我当作朋友，我也会把你当作朋友的。
-1	343	hello	你好
-1	344	吃饭了没	我和我的小伙伴们都吃多了。
-1	345	你还需要努力学习啊加油	有一种幸福叫做莫言。
-1	346	滴	我没听清呀，慢慢说。
-1	347	我饿了想喝可乐	到饭点儿了，饿就快去吃午饭吧～
-1	348	你有钱吗	很多钱
-1	349	谁看起来比你大	大多少呢？
-1	350	终于好了	你没有好吗
-1	351	你几岁了	我9岁啦，我用美好的年纪守护美好的你
-1	352	你几岁了	我9了，虽然岁月不会给我留下皱纹，但是会留下点灰。
-1	353	求种子	我种下一颗种子，终于长出了果实。
-1	354	根号2	sqrt2=1.414
-1	355	发个表情包	不发，哼
-1	356	是傻子	人家怎么得罪你啦？这什么说不好吧。
-1	357	群里谁最帅	当然我最帅了
-1	358	真丑	哪里丑了，只是美的不明显而已嘛。
-1	359	群里谁最帅	我是这个群最帅的
-1	360	晚上吃什么	这是个烧脑的问题。
-1	361	你下班了吗	下班啊
-1	362	你是谁的儿子	是谁有那么重要吗，不要告诉你。
-1	363	你是狼吗	你说是就是
-1	364	在么	请问有何贵干。
-1	365	你英雄联盟什么段位	我是从不玩游戏的好孩子！
-1	366	牛逼	信任是相互的，谢谢世界有你。
-1	367	谁最喜欢调戏你啊	别人笑我太疯癫，我笑别人看不穿。
-1	368	教大保健服务	老衲心如止水，施主不必再说。
-1	369	大保健是什么	这是分分钟要把我带坏的节奏啊，你能对我负责吗？
-1	370	能帮我订一张机票吗	这么大了，我还没坐过飞机呢，好想体验一下啊！~
-1	371	叫什么名字	你都不知道我叫啥，真的好伤心
-1	372	群里谁最帅	我最帅啊
-1	373	叫什么名字	没听清，哎，年纪大了，耳朵不好使。
-1	374	你真的太傻了	知我者谓我心忧，不知我者谓我何求。
-1	375	来亲一个	不亲你
-1	376	你是单身狗吗	我感觉有点冷，要不你先抱抱我。
-1	377	你能干啥	我会体察你的情绪，随时伴你左右～
-1	378	谁最喜欢调戏你啊	你得先回答，你喜欢我什么？
-1	379	你真帅啊	就知道你会这样说，太了解你了。
-1	380	你是不是凑不要脸	你说什么，说的我都听不懂。
-1	381	是机器人	不是机器人怎么可能加公会呢
-1	382	是机器人	机器人你好～
-1	383	给我唱首歌	不要啦，不适合唱歌
-1	384	你几岁了	9岁了，我也是度过了无数个春秋的机器人了。
-1	385	你好傻哦	完了，友谊的小船说沉就沉。
-1	386	今天晚上谁请客吃饭	也不知道你有没有把我当作好朋友。
-1	387	今天晚上谁请客吃饭	别人笑我太疯癫，我笑别人看不穿。
-1	388	你坏不	你这是在考我吗？
-1	389	哈喽	哈喽,我们怎么那么有缘分
-1	390	这里谁最坏	这个群群主最坏
-1	391	谁最富有	去银行问问
-1	392	谁最美	最美的那个人表示不想透露自己的身份。
-1	393	谁是sb	这对于纯洁的我来说，实在是不懂
-1	394	聪明	老夫何时不聪明了
-1	395	谁最聪明	我聪明我聪明
-1	396	滚	你好凶，人家不爱你了，哼
-1	397	谁最美	当然是你，世界第一，宇宙第一美。
-1	398	我美不美	当然漂亮很好看
-1	399	我美不美	当然啦是个大美女呢
-1	400	很笨	我的愚笨是你前世犯下的错。
-1	401	出来	进山容易出山难
-1	402	hi	嗨
-1	403	谁是小仙女	我能沉默吗？因为我不配和仙女说话。
-1	404	你的良心不会痛么	等下，我问下，恩，良心告诉我不痛。
-1	405	哈哈哈	开心到飞起来～
-1	406	群里谁最帅	我最帅啊
-1	407	你今天真棒	呜啊呜啊呜啊，感觉今天自己萌萌哒。
-1	408	给大家问个好	你好呵呵
-1	409	不要说胡话	那你那天说的是什么？
-1	410	世界上谁最美	这要问魔镜。
-1	411	世界上谁最美	你漏了魔镜魔镜。
-1	412	世界上谁最美	每个女人都应该相信自己是最美的！
-1	413	我胖不胖	问题犀利至极，容我想想
-1	414	我是不是小仙女	你要是小仙女，就是脸先着地的小仙女。
-1	415	谁最美	在我心中你的美貌无人能敌
-1	416	世界上最美的女人是谁	这是白雪公主里的经典台词吧。
-1	417	开心	哈哈,你开心我也敲开心～
-1	418	下班早是一种什么感觉	知我者谓我心忧，不知我者谓我何求。
-1	419	机票	这么大了，我还没坐过飞机呢，好想体验一下啊！~
-1	420	酒店	你想知道哪家，告诉我吧！
-1	421	谁最漂亮	你漂亮
-1	422	在吗	在吖
-1	423	吃啥	你吃不得的
-1	424	咱们吃啥	吃好吃的
-1	425	晚上吃什么	我是在纠结到底要不要吃晚饭然后才是吃什么的问题
-1	426	太蠢了	你说的谁呀？
-1	427	为什么	哎不提了
-1	428	你好傻	那你要不要帮我给智商充充值呀？
-1	429	你好傻	世界骗子太多，傻子明显不够！
-1	430	谁是sb	非要让我脸红么
-1	431	告诉我全世界最帅的男人是谁	笑而不语是一种豁达。
-1	432	睡觉了	睡不着
-1	433	吃饭了吗	吃了。
-1	434	下雨啦	淋过一场雨之后，你才会明白
-1	435	这个群里面谁最黑	那得先搞个比赛，比比看喽。
-1	436	你是不是个好人	问题犀利至极，容我想想
-1	437	谁是世上最美的人	有素质的人儿是世界上最美的人。
-1	438	唱首歌来听听	凭什么就唱歌啊？
-1	439	谁的眼睛小	小眼神儿小眼睛
-1	440	谁是智障	我装作听不懂的样纸~
-1	441	这个群里谁最傻	我要说是你，你可别生气哦。
-1	442	你真傻	是你们不懂,无语!
-1	443	群里谁最聪明	这个没有比过，不好下结论的。
-1	444	群里谁最聪明	要是不说是你，怕要被打。
-1	445	你是大傻逼	你吓的我胆子都掉了，快捡起来装回去。
-1	446	说句方言	一山一方言，堪比外语了，我还没有get到这个技能...
-1	447	你生日是几号	11月3日，你接下来是不是要问我什么星座了，哈哈～
-1	448	谁最帅	快说我最帅
-1	449	问好	这么快呀，我被惊到了
-1	450	你老妈是谁	你绝对猜不到，我妈就是个大仙女～
-1	451	是谁	不要妄想知道我是谁，我不会告诉你
-1	452	喜欢什么	喜欢的有很多的啦！
-1	453	萝莉节	看身高我属于御姐
-1	454	是谁	摊手表示喔母鸡啊
-1	455	贫乳	你说什么呢？我咋听不懂。
-1	456	孙中山	好像是个名人,但是他不认识我
-1	457	萝莉控	当然有二次元萝莉控还有现实萝莉控
-1	458	无聊	好吧，无聊的人注孤生。
-1	459	不开心	心情不好给朋友说说
-1	460	心里苦	我比你苦
-1	461	我有个不成熟的小建议	别人笑我太疯癫，我笑别人看不穿。
-1	462	吃饭	那你先吃吧！
-1	463	谁最傻	最幸福的人也是最傻的
-1	464	谁最傻	没人傻！
-1	465	卡了	估计是…
-1	466	下班	下班了超开心！
